Price,Total_Room,Bathroom_Count,Net_M2,Number_of_Floors,Floor,Furnished_Status,Is_New_Building,Is_Occupied,Is_Swap_Available,In_a_Complex,Loan_Eligibility,KonutTipi_Bina,KonutTipi_Daire,KonutTipi_Kooperatif,KonutTipi_Mustakil,KonutTipi_Yali,Age_0,Age_1-5,Age_6-10,Age_11-20,Age_21-30,Age_31-40,Age_41-50,Age_51-70,Heating_Diger-Belirsiz,Heating_Kombi-Bireysel Doğalgaz,Heating_Merkezi Sistem,Heating_Soba-Geleneksel,Heating_Yerden Isıtma-Modern,Tapu_Diger/Riskli,Tapu_Hisseli Mülkiyet,Tapu_Kat İrtifakı,Tapu_Tam Mülkiyet,Building_Type_Encoded,Ground_Risk,District,Neighborhood,District_Encoded,Neighborhood_Encoded,Price_Per_Sqrft
3300000,3,1.0,78,4,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Fatih,Fatih_Koca Mustafapaşa Mah.,5660513.513513514,2807692.3076923075,42307.692307692305
21900000,4,1.0,100,7,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.368421052631579,Kadıköy,Kadıköy_Fenerbahçe Mah.,21169859.46177847,32522222.222222224,219000.0
4200000,4,1.0,140,4,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Büyükçekmece,Büyükçekmece_Fatih Mah.,8386683.098591549,7037500.0,30000.0
3100000,2,1.0,45,4,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.3157894736842105,Şişli,Şişli_Yayla Mah.,11551763.885416666,6550000.0,68888.88888888889
3500000,3,1.0,80,4,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.8421052631578947,Fatih,Fatih_Şehremini Mah.,5703944.444444444,4904736.842105263,43750.0
9500000,4,2.0,120,14,10.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.8421052631578947,Küçükçekmece,Küçükçekmece_Fatih Mah.,5819267.973856209,6832000.0,79166.66666666667
17900000,5,3.0,132,4,4.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9473684210526316,Bahçelievler,Bahçelievler_Bahçelievler Mah.,7835307.139285714,14678467.741935484,135606.0606060606
9850000,3,1.0,60,12,1.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.368421052631579,Kadıköy,Kadıköy_Merdivenköy Mah.,20895221.034755133,12584523.80952381,164166.66666666666
7650000,4,1.0,108,5,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.42105263157894735,Pendik,Pendik_Kurtköy Mah.,7757755.813953488,8292857.142857143,70833.33333333333
4450000,2,1.0,40,15,11.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.5263157894736843,Kağıthane,Kağıthane_Yahya Kemal Mah.,6612649.253731343,5863095.238095238,111250.0
19000000,4,2.0,162,8,7.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9052631578947369,Büyükçekmece,Büyükçekmece_Pınartepe Mah.,7694572.519083969,6787500.0,117283.95061728395
3150000,4,1.0,120,5,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.8421052631578947,Küçükçekmece,Küçükçekmece_Yeni Mahalle Mah.,5818326.018808777,5277272.7272727275,26250.0
65000000,6,3.0,240,9,9.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.42105263157894735,Kadıköy,Kadıköy_Suadiye Mah.,20764465.8126935,23253737.373737372,270833.3333333333
3050000,4,1.0,125,8,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9473684210526316,Esenyurt,Esenyurt_Yeşilkent Mah.,3310246.2045454546,3496266.6666666665,24400.0
3420000,3,1.0,80,4,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Esenyurt,Esenyurt_Mehterçeşme Mah.,3291844.4296296295,2758666.6666666665,42750.0
8500000,4,2.0,140,5,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Bahçelievler,Bahçelievler_Soğanlı Mah.,7773992.75,5343809.523809524,60714.28571428572
6670000,4,1.0,110,7,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.42105263157894735,Eyüpsultan,Eyüpsultan_Yeşilpınar Mah.,11485782.54601227,7847692.307692308,60636.36363636364
5400000,2,1.0,40,5,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.368421052631579,Maltepe,Maltepe_Küçükyalı Mah.,9057880.516883116,9479285.714285715,135000.0
6500000,2,1.0,65,5,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.42105263157894735,Beyoğlu,Beyoğlu_Cihangir Mah.,10838221.374045802,16783333.333333332,100000.0
13000000,1,1.0,60,5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1578947368421053,Beşiktaş,Beşiktaş_Arnavutköy Mah.,28587725.225225225,32110227.272727273,216666.66666666666
13500000,3,2.0,95,13,6.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.33684210526315794,Kartal,Kartal_Esentepe Mah.,8435055.214723926,6408333.333333333,142105.26315789475
6800000,6,2.0,165,5,5.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.368421052631579,Çekmeköy,Çekmeköy_Hamidiye Mah.,10312023.061538462,9500000.0,41212.121212121216
22500000,3,2.0,130,5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3157894736842105,Şişli,Şişli_Teşvikiye Mah.,11719489.506993007,28820857.14285714,173076.92307692306
7600000,4,2.0,120,9,6.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3157894736842105,Başakşehir,Başakşehir_Başak Mah.,10956556.962025316,40500000.0,63333.333333333336
6500000,3,2.0,75,3,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.42105263157894735,Ataşehir,Ataşehir_Örnek Mah.,10180590.0,7011875.0,86666.66666666667
5300000,2,1.0,40,4,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.736842105263158,Ataşehir,Ataşehir_Kayışdağı Mah.,9050969.072164949,4972222.222222222,132500.0
33500000,5,2.0,225,6,1.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5263157894736843,Sancaktepe,Sancaktepe_Abdurrahmangazi Mah.,5883230.753846154,7095363.636363637,148888.88888888888
8650000,3,1.0,75,4,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Bahçelievler,Bahçelievler_Bahçelievler Mah.,7862296.703296703,14400390.625,115333.33333333333
7950000,4,2.0,90,12,8.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.8421052631578947,Kağıthane,Kağıthane_Merkez Mah.,6531553.113553113,8023846.153846154,88333.33333333333
2940000,3,1.0,64,3,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.8421052631578947,Başakşehir,Başakşehir_Altınşehir Mah.,11164528.72413793,3202500.0,45937.5
4050000,3,1.0,75,9,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.8947368421052632,Küçükçekmece,Küçükçekmece_Yarımburgaz Mah.,5677551.948051948,11197426.898289371,54000.0
4250000,5,2.0,170,5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9473684210526316,Bahçelievler,Bahçelievler_Kocasinan Merkez Mah.,7870796.988721805,7695750.0,25000.0
5500000,4,2.0,130,13,11.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9263157894736842,Beylikdüzü,Beylikdüzü_Barış Mah.,6653890.1022727275,5434999.956521739,42307.692307692305
88000000,6,3.0,212,8,8.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.368421052631579,Kadıköy,Kadıköy_Fenerbahçe Mah.,21037016.950693373,31622222.222222224,415094.3396226415
6250000,4,1.0,85,9,1.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Bahçelievler,Bahçelievler_Şirinevler Mah.,7928007.2690909095,6414600.0,73529.41176470589
1850000,3,1.0,80,5,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.9368421052631579,Fatih,Fatih_Mevlanakapı Mah.,5293162.162162162,2670833.3333333335,23125.0
7250000,4,1.0,102,6,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.3157894736842105,Kartal,Kartal_Cevizli Mah.,8601788.819875777,6569444.444444444,71078.43137254902
31500000,4,1.0,110,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.368421052631579,Kadıköy,Kadıköy_Fenerbahçe Mah.,21169859.46177847,32522222.222222224,286363.63636363635
4850000,4,2.0,120,19,1.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.9473684210526316,Esenyurt,Esenyurt_Yeşilkent Mah.,3328817.1899641575,3254928.5714285714,40416.666666666664
3190000,4,2.0,65,5,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8947368421052632,Fatih,Fatih_Derviş Ali Mah.,5625243.243243244,8391666.666666666,49076.92307692308
17000000,3,1.0,80,17,16.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.3157894736842105,Sarıyer,Sarıyer_Huzur Mah.,35279361.12592593,23000000.0,212500.0
12750000,3,1.0,70,8,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.368421052631579,Kadıköy,Kadıköy_19 Mayıs Mah.,21046730.099224806,15360428.57142857,182142.85714285713
7650000,3,2.0,90,5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.4736842105263158,Beykoz,Beykoz_Kanlıca Mah.,27358771.92982456,8000000.0,85000.0
3000000,3,2.0,70,4,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Avcılar,Avcılar_Mustafa Kemal Paşa Mah.,5598012.251612904,4366588.235294118,42857.142857142855
2600000,3,1.0,100,5,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9473684210526316,Esenyurt,Esenyurt_Talatpaşa Mah.,3152166.0226415093,1968857.142857143,26000.0
24950000,4,2.0,125,9,7.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3157894736842105,Kadıköy,Kadıköy_Göztepe Mah.,20764465.8126935,21833373.493975904,199600.0
4450000,3,1.0,80,3,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.4736842105263158,Kağıthane,Kağıthane_Sultan Selim Mah.,6728587.360594795,5469666.666666667,55625.0
24950000,4,1.0,100,10,6.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.368421052631579,Kadıköy,Kadıköy_Caddebostan Mah.,20764465.8126935,28928384.615384616,249500.0
3450000,2,1.0,65,3,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.8421052631578947,Küçükçekmece,Küçükçekmece_Gültepe Mah.,5801207.547169811,4229090.909090909,53076.92307692308
18000000,4,2.0,95,6,6.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.368421052631579,Kadıköy,Kadıköy_Koşuyolu Mah.,20764465.8126935,19000000.0,189473.68421052632
6250000,2,1.0,35,4,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.368421052631579,Maltepe,Maltepe_Küçükyalı Mah.,9119984.249343831,9935918.367346939,178571.42857142858
8500000,4,3.0,100,11,4.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.42105263157894735,Gaziosmanpaşa,Gaziosmanpaşa_Bağlarbaşı Mah.,6465989.583333333,6200000.0,85000.0
12500000,4,2.0,140,6,6.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.368421052631579,Kadıköy,Kadıköy_Eğitim Mah.,21046730.099224806,9955733.333333334,89285.71428571429
2750000,1,1.0,50,5,1.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.3157894736842105,Şişli,Şişli_Bozkurt Mah.,11474868.794326242,6900000.0,55000.0
2650000,3,1.0,75,5,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.5263157894736843,Kağıthane,Kağıthane_Yahya Kemal Mah.,6584713.20754717,5707954.545454546,35333.333333333336
4100000,4,1.0,125,2,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.9473684210526316,Avcılar,Avcılar_Cihangir Mah.,5533149.666666667,4185769.205128205,32800.0
3200000,3,1.0,85,5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.4736842105263158,Gaziosmanpaşa,Gaziosmanpaşa_Şemsipaşa Mah.,6448315.217391305,4785000.0,37647.05882352941
3495000,3,1.0,50,4,1.0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.42105263157894735,Kağıthane,Kağıthane_Çağlayan Mah.,6584713.20754717,5626000.0,69900.0
6700000,3,2.0,85,9,4.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.42105263157894735,Gaziosmanpaşa,Gaziosmanpaşa_Karayolları Mah.,6126089.108910891,6308333.333333333,78823.5294117647
10000000,3,2.0,90,12,11.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9473684210526316,Zeytinburnu,Zeytinburnu_Maltepe Mah.,8261144.927536231,11197426.898289371,111111.11111111111
13950000,4,2.0,130,4,2.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.368421052631579,Sarıyer,Sarıyer_Poligon Mah.,35279361.12592593,49612500.0,107307.69230769231
8500000,4,1.0,100,7,5.0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.3157894736842105,Ümraniye,Ümraniye_Şerifali Mah.,7813557.251908397,9100000.0,85000.0
5950000,3,1.0,80,4,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5789473684210527,Arnavutköy,Arnavutköy_Karlıbayır Mah.,5907835.616438356,3753750.0,74375.0
4500000,3,2.0,90,6,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9473684210526316,Silivri,Silivri_Mimar Sinan Mah.,8938234.216216216,6386764.705882353,50000.0
14650000,4,2.0,95,11,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.42105263157894735,Kadıköy,Kadıköy_Erenköy Mah.,21037016.950693373,23338315.217391305,154210.52631578947
13000000,3,1.0,88,4,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.42105263157894735,Beyoğlu,Beyoğlu_Cihangir Mah.,10289906.976744186,11466666.666666666,147727.27272727274
18600000,4,2.0,92,12,10.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.42105263157894735,Kadıköy,Kadıköy_Suadiye Mah.,21037016.950693373,24409509.80392157,202173.91304347827
6500000,7,4.0,185,5,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.631578947368421,Başakşehir,Başakşehir_Güvercintepe Mah.,11209088.877777778,4683846.153846154,35135.13513513513
8250000,5,2.0,150,4,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Zeytinburnu,Zeytinburnu_Yenidoğan Mah.,8414537.313432835,6450000.0,55000.0
1850000,3,1.0,90,5,3.0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9473684210526316,Avcılar,Avcılar_Firuzköy Mah.,5323508.582822086,13350000.0,20555.555555555555
14750000,3,1.0,85,3,1.0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.42105263157894735,Kadıköy,Kadıköy_Osmanağa Mah.,21037016.950693373,8666666.666666666,173529.41176470587
4590000,3,1.0,75,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.8421052631578947,Küçükçekmece,Küçükçekmece_Gültepe Mah.,5627253.918495297,4080476.1904761903,61200.0
2500000,2,1.0,65,6,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9473684210526316,Esenler,Esenler_Kazım Karabekir Mah.,4466187.5,3675555.5555555555,38461.53846153846
9290000,4,1.0,105,14,14.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.42105263157894735,Maltepe,Maltepe_Altayçeşme Mah.,9080830.642473118,9040526.315789474,88476.19047619047
29500000,5,3.0,165,14,14.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.3789473684210526,Kadıköy,Kadıköy_Bostancı Mah.,21037016.950693373,17853750.0,178787.87878787878
1950000,3,1.0,90,5,3.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9263157894736842,Beylikdüzü,Beylikdüzü_Adnan Kahveci Mah.,6486094.857664234,6904793.068965517,21666.666666666668
6250000,3,1.0,70,5,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.3157894736842105,Kartal,Kartal_Cevizli Mah.,8280317.365269461,6561500.0,89285.71428571429
20000000,4,2.0,110,3,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.9473684210526316,Bahçelievler,Bahçelievler_Bahçelievler Mah.,7862296.703296703,14400390.625,181818.18181818182
6200000,2,1.0,50,15,8.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6842105263157895,Başakşehir,Başakşehir_Bahçeşehir 1. Kısım Mah.,11209088.877777778,18000000.0,124000.0
11500000,4,1.0,120,5,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.3157894736842105,Şişli,Şişli_Feriköy Mah.,11275943.33,7247058.823529412,95833.33333333333
10900000,3,2.0,75,11,7.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.368421052631579,Kadıköy,Kadıköy_Merdivenköy Mah.,20764465.8126935,11805200.0,145333.33333333334
15000000,4,1.0,125,5,3.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.2210526315789474,Beşiktaş,Beşiktaş_Levazım Mah.,30404057.01754386,62242307.692307696,120000.0
13500000,4,2.0,125,6,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.8947368421052632,Bakırköy,Bakırköy_Ataköy 2.5.6. Kısım Mah.,19909285.714285713,59583333.333333336,108000.0
8950000,4,1.0,70,4,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.5263157894736843,Maltepe,Maltepe_Çınar Mah.,9183747.309139784,9325000.0,127857.14285714286
2800000,4,2.0,80,7,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.8421052631578947,Küçükçekmece,Küçükçekmece_Yeni Mahalle Mah.,5819267.973856209,5266666.666666667,35000.0
2585000,3,1.0,90,5,4.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Esenyurt,Esenyurt_Cumhuriyet Mah.,3307610.283088235,2265333.3333333335,28722.222222222223
2850000,2,1.0,50,5,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.8421052631578947,Fatih,Fatih_Seyyid Ömer Mah.,5660513.513513514,4477272.7272727275,57000.0
95000000,3,2.0,165,12,7.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.7894736842105263,Beşiktaş,Beşiktaş_Vişnezade Mah.,28340818.584070798,18514285.714285713,575757.5757575758
26700000,5,3.0,127,4,1.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.368421052631579,Üsküdar,Üsküdar_Çengelköy Mah.,14921212.454212455,27542307.692307692,210236.22047244094
5500000,4,2.0,118,4,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.368421052631579,Maltepe,Maltepe_Fındıklı Mah.,9052089.944444444,5231153.846153846,46610.16949152543
3985000,4,1.0,97,4,1.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9368421052631579,Esenyurt,Esenyurt_Akevler Mah.,3309769.773381295,3420000.0,41082.47422680412
17700000,5,2.0,165,4,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.42105263157894735,Maltepe,Maltepe_Altıntepe Mah.,9057351.145038167,8935909.090909092,107272.72727272728
5500000,3,1.0,80,4,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.3157894736842105,Şişli,Şişli_Mecidiyeköy Mah.,11545416.957597174,7538269.230769231,68750.0
4599999,3,1.0,85,4,3.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.4736842105263158,Sancaktepe,Sancaktepe_Mevlana Mah.,5883230.753846154,4182500.0,54117.635294117645
8000000,3,2.0,100,6,3.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.5263157894736843,Başakşehir,Başakşehir_Kayabaşı Mah.,10956556.962025316,10905555.555555556,80000.0
2500000,6,2.0,140,3,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.9473684210526316,Bahçelievler,Bahçelievler_Zafer Mah.,7815093.186379928,4019411.705882353,17857.14285714286
3750000,4,1.0,120,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6842105263157895,Kağıthane,Kağıthane_Talatpaşa Mah.,6680267.175572519,7201774.193548387,31250.0
20300000,3,2.0,66,12,2.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.42105263157894735,Kadıköy,Kadıköy_Erenköy Mah.,21169859.46177847,23184658.907216493,307575.75757575757
13950000,2,2.0,80,5,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3157894736842105,Beyoğlu,Beyoğlu_Şahkulu Mah.,10849466.165413534,21500000.0,174375.0
6500000,4,1.0,120,10,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.42105263157894735,Pendik,Pendik_Yenişehir Mah.,7962272.151898734,9711705.88235294,54166.666666666664
29850000,4,2.0,105,9,5.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.42105263157894735,Kadıköy,Kadıköy_Erenköy Mah.,21134154.906976745,23432194.717391305,284285.71428571426
1525000,2,1.0,90,5,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9473684210526316,Esenyurt,Esenyurt_Çınar Mah.,3212752.6738351253,3997500.0,16944.444444444445
