Fiyat,Lokasyon,Link,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt / Net M2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Krediye Uygunlu...,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Cephe,Takas,Kira Getirisi,Aidat,Yetkili Ofis,Site İçerisinde,Krediye Uygunluk,Depozito,Vs30
18.900.000 TL,İstanbul - Beşiktaş - Gayrettepe Mah.,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-satilik/daire/4245-10546,4245-10546,20-10-2025,Satılık,Daire,Daire,3 + 1,2.0,155 m2  / 140 m2,5 Katlı,2. Kat,13 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Mülk Sahibi,,,,350 TL,,,Uygun,,850
5.950.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/125781-612,125781-612,19-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 80 m2,5 Katlı,2. Kat,2 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Batı,Hayır,,300 TL,Evet,,Uygun,,200
24.500.000 TL,İstanbul - Şişli - Mecidiyeköy Mah.,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-satilik/daire/2312-25315,2312-25315,21-10-2025,Satılık,Daire,,7 + 2,2.0,330 m2  / 300 m2,8 Katlı,8. Kat,30 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,,,İkinci El,Boş,Güney,Hayır,,2.500 TL,Evet,,Uygun,,800
16.000.000 TL,İstanbul - Maltepe - Yalı Mah.,https://www.hepsiemlak.com/istanbul-maltepe-yali-satilik/daire/7203-2108,7203-2108,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,170 m2  / 150 m2,8 Katlı,3. Kat,28 Yaşında,Merkezi (Pay Ölçer),Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,"Kuzey, Güney, Doğu",Hayır,70.000 TL,2.000 TL,Evet,,Uygun,,750
8.500.000 TL,İstanbul - Başakşehir - Bahçeşehir 1. Kısım Mah.,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-satilik/daire/65819-1139,65819-1139,17-10-2025,Satılık,Daire,,3 + 1,1.0,130 m2  / 105 m2,4 Katlı,1. Kat,16 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Batı",Hayır,,,,Armina Evleri,Uygun,,450
2.500.000 TL,İstanbul - Esenyurt - Yeşilkent Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/72595-3205,72595-3205,19-10-2025,Satılık,Daire,,1 + 1,1.0,70 m2  / 60 m2,8 Katlı,5. Kat,5 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Evet,,1.000 TL,,,Uygun,,200
10.500.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/9842-5919,9842-5919,18-10-2025,Satılık,Daire,Daire,3 + 1,2.0,130 m2  / 98 m2,4 Katlı,1. Kat,8 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Batı",Hayır,,,Evet,,Uygun,,700
4.900.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/66056-10586,66056-10586,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,70 m2  / 60 m2,4 Katlı,Yüksek Giriş,30 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,,Evet,,Uygun,,700
5.800.000 TL,İstanbul - Pendik - Sülüntepe Mah.,https://www.hepsiemlak.com/istanbul-pendik-suluntepe-satilik/daire/119436-152,119436-152,18-10-2025,Satılık,Daire,,2 + 1,2.0,85 m2  / 72 m2,9 Katlı,2. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Batı",Evet,,,,Evet,Uygun değil,,650
2.640.000 TL,İstanbul - Güngören - Güneştepe Mah.,https://www.hepsiemlak.com/istanbul-gungoren-gunestepe-satilik/daire/110293-941,110293-941,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,100 m2  / 95 m2,5 Katlı,4. Kat,25 Yaşında,Kombi,Doğalgaz,,Hisseli Tapu,Eşyalı Değil,,İkinci El,Kiracılı,,Hayır,,,Evet,,Uygun değil,,200
2.900.000 TL,İstanbul - Şişli - Feriköy Mah.,https://www.hepsiemlak.com/istanbul-sisli-ferikoy-satilik/daire/95641-845,95641-845,21-10-2025,Satılık,Daire,Daire,1 + 1,1.0,55 m2  / 50 m2,5 Katlı,3. Kat,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Doğu, Batı",Hayır,,200 TL,Evet,,Uygun,,800
16.500.000 TL,İstanbul - Beyoğlu - Kamer Hatun Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-satilik/bina/28373-15042,28373-15042,21-10-2025,Satılık,Bina,Müstakil Ev,7 + 0,5.0,205 m2  / 195 m2,5 Katlı,,31 Yaşında,Klima,Elektrik,,Müstakil Tapulu,,,İkinci El,Boş,,Hayır,,,Evet,,Uygun,,780
3.900.000 TL,İstanbul - Şişli - Feriköy Mah.,https://www.hepsiemlak.com/istanbul-sisli-ferikoy-satilik/daire/34800-2158,34800-2158,22-10-2025,Satılık,Daire,Daire,1 + 1,1.0,75 m2  / 70 m2,4 Katlı,Kot 1,40 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,Hayır,33.000 TL,,Evet,,Uygun,,800
14.000.000 TL,İstanbul - Fatih - Balat Mah.,https://www.hepsiemlak.com/istanbul-fatih-balat-satilik/bina/120997-191,120997-191,22-10-2025,Satılık,Bina,Müstakil Ev,9 + 3,3.0,300 m2  / 290 m2,3 Katlı,,35 Yaşında,Soba,Kömür-Odun,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,,Hayır,,,Evet,,Uygun,,300
1.480.000 TL,İstanbul - Bahçelievler - Çobançeşme Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-cobancesme-satilik/daire/81705-11376,81705-11376,22-10-2025,Satılık,Daire,,1 + 1,1.0,70 m2  / 60 m2,5 Katlı,Yüksek Giriş,31 Yaşında,Kombi,,,Arsa,Eşyalı Değil,,,Boş,"Kuzey, Güney",Hayır,,,,,Uygun değil,,200
5.950.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/3990-3287,3990-3287,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 65 m2,4 Katlı,Giriş Katı,9 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Batı",Hayır,,,Evet,,Uygun,,700
8.250.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/126151-1386,126151-1386,22-10-2025,Satılık,Daire,,2 + 1,1.0,85 m2  / 72 m2,4 Katlı,2. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,700
17.500.000 TL,İstanbul - Adalar - Maden Mah.,https://www.hepsiemlak.com/istanbul-adalar-maden-satilik/daire/54895-1120,54895-1120,22-10-2025,Satılık,Daire,Bahçe Katı,4 + 1,2.0,163 m2  / 130 m2,4 Katlı,2. Kat,68 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Kagir,İkinci El,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,580
4.000.000 TL,İstanbul - Sultanbeyli - Orhangazi Mah.,https://www.hepsiemlak.com/istanbul-sultanbeyli-orhangazi-satilik/daire/96953-281,96953-281,22-10-2025,Satılık,Daire,Daire,2 + 1,2.0,95 m2  / 85 m2,5 Katlı,5. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,40.000 TL,,Evet,,Uygun,,350
9.200.000 TL,İstanbul - Zeytinburnu - Sümer Mah.,https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-satilik/daire/36376-2883,36376-2883,16-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 75 m2,14 Katlı,10. Kat,13 Yaşında,Merkezi (Pay Ölçer),Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,,Evet,,Uygun,,200
6.650.000 TL,İstanbul - Fatih - Seyyid Ömer Mah.,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-satilik/daire/73310-580,73310-580,21-10-2025,Satılık,Daire,Çatı Dubleksi,4 + 1,2.0,200 m2  / 180 m2,4 Katlı,3. Kat,28 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney",Hayır,,,,,Uygun,,300
4.650.000 TL,İstanbul - Bayrampaşa - Yenidoğan Mah.,https://www.hepsiemlak.com/istanbul-bayrampasa-yenidogan-satilik/daire/155864-74,155864-74,19-10-2025,Satılık,Daire,,2 + 1,1.0,82 m2  / 72 m2,4 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun,,220
8.000.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/1739-6713,1739-6713,18-10-2025,Satılık,Daire,Daire,3 + 1,2.0,105 m2  / 95 m2,6 Katlı,4. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,55.000 TL,400 TL,Evet,,Uygun,,200
6.250.000 TL,İstanbul - Bahçelievler - Şirinevler Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-satilik/daire/86673-4998,86673-4998,20-10-2025,Satılık,Daire,Daire,3 + 1,1.0,96 m2  / 85 m2,9 Katlı,1. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,,Betonarme,Sıfır,Boş,Güney,,40 TL,,Evet,Evet,Uygun,,200
2.495.000 TL,İstanbul - Fatih - Akşemsettin Mah.,https://www.hepsiemlak.com/istanbul-fatih-aksemsettin-satilik/daire/73663-5914,73663-5914,16-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 60 m2,1 Katlı,2. Kat,35 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Doğu,Hayır,15.000 TL,100 TL,Evet,,Uygun,,350
14.600.000 TL,İstanbul - Bakırköy - Şenlikköy Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-satilik/daire/17780-20236,17780-20236,16-10-2025,Satılık,Daire,Daire,4 + 1,2.0,200 m2  / 180 m2,4 Katlı,Bahçe Katı,24 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,,Boş,,,,,Evet,,Uygun,,250
2.600.000 TL,İstanbul - Bayrampaşa - Kartaltepe Mah.,https://www.hepsiemlak.com/istanbul-bayrampasa-kartaltepe-satilik/daire/54973-1273,54973-1273,16-10-2025,Satılık,Daire,Daire,2 + 1,1.0,72 m2  / 65 m2,4 Katlı,Ara Kat,35 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney",Hayır,,,Evet,,Uygun değil,,280
5.550.000 TL,İstanbul - Küçükçekmece - İstasyon Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-istasyon-satilik/daire/124862-1454,124862-1454,18-10-2025,Satılık,Daire,,1 + 1,1.0,75 m2  / 70 m2,18 Katlı,17. Kat,15 Yaşında,Merkezi (Pay Ölçer),,,Kat Mülkiyeti,,,,Kiracılı,,,,3.700 TL,Evet,Divan Residence,Uygun,,300
12.300.000 TL,İstanbul - Beyoğlu - Hacıahmet Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-haciahmet-satilik/daire/10227-19712,10227-19712,16-10-2025,Satılık,Daire,,7 + 2,2.0,360 m2  / 260 m2,5 Katlı,3. Kat,17 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Kiracılı,Güney,,,,Evet,,Uygun,,650
300.000.000 TL,İstanbul - Sarıyer - Yeniköy Mah.,https://www.hepsiemlak.com/istanbul-sariyer-yenikoy-satilik/villa/3377-3750,3377-3750,21-10-2025,Satılık,Villa,Müstakil Ev,7 + 2,4.0,449 m2  / 400 m2,3 Katlı,,35 Yaşında,Kat Kaloriferi,,,Arsa,,,,Boş,,Hayır,,,Evet,Tekser Evleri,Uygun değil,,600
6.950.000 TL,İstanbul - Sarıyer - Ayazağa Mah.,https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-satilik/daire/40658-21903,40658-21903,17-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 76 m2,9 Katlı,2. Kat,10 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Kiracılı,Güney,,,3.770 TL,Evet,Green Pine Residence,Uygun,,800
3.595.000 TL,İstanbul - Kağıthane - Sultan Selim Mah.,https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-satilik/daire/65982-2197,65982-2197,16-10-2025,Satılık,Daire,Daire,1 + 1,1.0,68 m2  / 55 m2,4 Katlı,Ara Kat,13 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,Doğu,Hayır,25.000 TL,200 TL,Evet,,Uygun,,650
12.900.000 TL,İstanbul - Bahçelievler - Bahçelievler Mah.,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-satilik/daire/44018-3519,44018-3519,16-10-2025,Satılık,Daire,Daire,3 + 1,1.0,110 m2  / 90 m2,4 Katlı,1. Kat,3 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Kiracılı,"Doğu, Batı",Hayır,55.000 TL,1.000 TL,Evet,,Uygun,,200
4.550.000 TL,İstanbul - Fatih - Seyyid Ömer Mah.,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-satilik/daire/66724-150,66724-150,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 70 m2,4 Katlı,2. Kat,50 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Doğu",Hayır,25.000 TL,,Evet,,Uygun,,300
7.950.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-satilik/daire/59537-1094,59537-1094,17-10-2025,Satılık,Daire,,3 + 1,2.0,102 m2  / 95 m2,8 Katlı,5. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Batı",Hayır,,300 TL,,,Uygun,,250
3.950.000 TL,İstanbul - Küçükçekmece - Kanarya Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-kanarya-satilik/daire/130212-295,130212-295,23-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,3 Katlı,Yüksek Giriş,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Doğu, Batı",,,,Evet,,Uygun,,350
11.700.000 TL,İstanbul - Beyoğlu - Müeyyetzade Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-mueyyetzade-satilik/daire/1876-3130,1876-3130,22-10-2025,Satılık,Daire,,2 + 1,1.0,70 m2  / 55 m2,4 Katlı,1. Kat,31 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı,,,Boş,"Kuzey, Doğu",Hayır,,,,,Uygun,,700
5.200.000 TL,İstanbul - Bayrampaşa - Altıntepsi Mah.,https://www.hepsiemlak.com/istanbul-bayrampasa-altintepsi-satilik/daire/27600-3556,27600-3556,17-10-2025,Satılık,Daire,,2 + 1,2.0,150 m2  / 130 m2,4 Katlı,4. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Güney, Batı",Hayır,,300 TL,,,Uygun,,200
8.775.000 TL,İstanbul - Maltepe - Çınar Mah.,https://www.hepsiemlak.com/istanbul-maltepe-cinar-satilik/daire/57523-302,57523-302,22-10-2025,Satılık,Daire,Bahçe Katı,2 + 1,1.0,76 m2  / 70 m2,4 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Yapım Aşamasında,Boş,Güney,Hayır,,,Evet,,Uygun,,600
14.000.000 TL,İstanbul - Üsküdar - Barbaros Mah.,https://www.hepsiemlak.com/istanbul-uskudar-barbaros-satilik/daire/7350-10448,7350-10448,18-10-2025,Satılık,Daire,,3 + 1,1.0,135 m2  / 115 m2,11 Katlı,10. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,Doğu,Hayır,,,,Soyak Gökyüzü Konutları,Uygun,,750
21.880.000 TL,İstanbul - Sarıyer - Maslak Mah.,https://www.hepsiemlak.com/istanbul-sariyer-maslak-satilik/daire/33886-3053,33886-3053,17-10-2025,Satılık,Daire,,3 + 1,2.0,197 m2  / 112 m2,30 Katlı,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu, Batı",Hayır,,9.52 TL,,Ağaoğlu Maslak 1453,Uygun,,800
15.750.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/23761-81026,23761-81026,17-10-2025,Satılık,Daire,Daire,2 + 1,2.0,100 m2  / 75 m2,14 Katlı,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),Doğalgaz,,Kat Mülkiyeti,,Betonarme,,Mülk Sahibi,Güney,Hayır,,,Evet,,Uygun,,700
12.500.000 TL,İstanbul - Kadıköy - Kozyatağı Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-satilik/daire/4714-5145,4714-5145,09-10-2025,Satılık,Daire,Daire,2 + 1,1.0,95 m2  / 70 m2,13 Katlı,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,,,,,Uygun,,800
6.750.000 TL,İstanbul - Kadıköy - Dumlupınar Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-satilik/daire/68576-534,68576-534,21-10-2025,Satılık,Daire,,1 + 1,1.0,88 m2  / 44 m2,20 Katlı,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Evet,,3.600 TL,,Torkam Sitesi,Uygun,,380
6.250.000 TL,İstanbul - Gaziosmanpaşa - Bağlarbaşı Mah.,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-satilik/daire/60707-479,60707-479,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,91 m2  / 87 m2,11 Katlı,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),Doğalgaz,,Tapu Yok,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Batı",Hayır,35.000 TL,1 TL,Evet,Evet,Uygun,,700
40.950.000 TL,İstanbul - Kadıköy - Göztepe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/101590-168,101590-168,20-10-2025,Satılık,Daire,,4 + 1,2.0,170 m2  / 140 m2,10 Katlı,1. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Batı",Hayır,,,,,Uygun,,800
91.000.000 TL,İstanbul - Büyükçekmece - Alkent 2000 Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-alkent-2000-satilik/villa/162154-11,162154-11,21-10-2025,Satılık,Villa,,5 + 1,5.0,429 m2  / 373 m2,1 Katlı,Bahçe Katı,2 Yaşında,Yerden Isıtma,,,Kat Mülkiyeti,Eşyalı,,,Boş,Güney,Hayır,,25.000 TL,,Göl İstanbul,Uygun,,220
4.750.000 TL,İstanbul - Şişli - Kuştepe Mah.,https://www.hepsiemlak.com/istanbul-sisli-kustepe-satilik/daire/71428-1805,71428-1805,19-10-2025,Satılık,Daire,,2 + 1,1.0,70 m2  / 65 m2,4 Katlı,2. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Doğu, Batı",Hayır,,,,,Uygun,,800
2.995.000 TL,İstanbul - Esenyurt - Akçaburgaz Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-akcaburgaz-satilik/daire/97789-575,97789-575,17-10-2025,Satılık,Daire,,2 + 1,1.0,100 m2  / 90 m2,3 Katlı,2. Kat,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,Batı,Hayır,,,,,Uygun,,200
849.000 TL,İstanbul - Küçükçekmece - Atatürk Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-ataturk-satilik/daire/163094-3,163094-3,22-10-2025,Satılık,Daire,,2 + 1,1.0,85 m2  / 67 m2,6 Katlı,Bahçe Katı,26 Yaşında,Kombi,,,Hisseli Tapu,Eşyalı Değil,,,Mülk Sahibi,Güney,Hayır,,,,,Uygun değil,,650
2.750.000 TL,İstanbul - Çatalca - Fatih Mah.,https://www.hepsiemlak.com/istanbul-catalca-fatih-satilik/mustakil-ev/113648-405,113648-405,22-10-2025,Satılık,Müstakil Ev,,1 + 1,1.0,250 m2  / 245 m2,1 Katlı,Bahçe Katı,1 Yaşında,Isıtma Yok,,,Hisseli Tapu,Eşyalı Değil,,,Boş,Güney,Evet,,,,,Uygun değil,,600
46.000.000 TL,İstanbul - Şile - Kumbaba Mah.,https://www.hepsiemlak.com/istanbul-sile-kumbaba-satilik/villa/66054-1038,66054-1038,20-10-2025,Satılık,Villa,Dubleks,5 + 0,2.0,234 m2  / 179 m2,2 Katlı,,4 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,,Betonarme,,Mülk Sahibi,,,,,,,Uygun,,400
6.600.000 TL,İstanbul - Maltepe - Küçükyalı Mah.,https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-satilik/daire/70157-1758,70157-1758,22-10-2025,Satılık,Daire,,2 + 1,1.0,75 m2  / 60 m2,4 Katlı,1. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun,,750
2.500.000 TL,İstanbul - Şişli - Mecidiyeköy Mah.,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-satilik/daire/128937-93,128937-93,18-10-2025,Satılık,Daire,Daire,2 + 1,2.0,85 m2  / 75 m2,7 Katlı,5. Kat,25 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,25.000 TL,500 TL,Evet,,Uygun değil,,800
14.750.000 TL,İstanbul - Üsküdar - Güzeltepe Mah.,https://www.hepsiemlak.com/istanbul-uskudar-guzeltepe-satilik/daire/71783-847,71783-847,20-10-2025,Satılık,Daire,Daire,3 + 1,1.0,145 m2  / 115 m2,5 Katlı,2. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,,Betonarme,Sıfır,Boş,Doğu,Hayır,,,,,Uygun,,750
4.470.000 TL,İstanbul - Sancaktepe - Kemal Türkler Mah.,https://www.hepsiemlak.com/istanbul-sancaktepe-kemal-turkler-satilik/daire/67381-1513,67381-1513,22-10-2025,Satılık,Daire,,5 + 1,1.0,185 m2  / 170 m2,3 Katlı,Yüksek Giriş,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Evet,,15 TL,,,Uygun,,300
5.590.000 TL,İstanbul - Avcılar - Mustafa Kemal Paşa Mah.,https://www.hepsiemlak.com/istanbul-avcilar-mustafa-kemal-pasa-satilik/daire/133162-777,133162-777,22-10-2025,Satılık,Daire,,3 + 1,1.0,135 m2  / 120 m2,4 Katlı,1. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Güney, Doğu, Batı",Hayır,,200 TL,,,Uygun,,200
3.550.000 TL,İstanbul - Eyüpsultan - Karadolap Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-karadolap-satilik/daire/64057-1007,64057-1007,19-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,6 Katlı,Kot 3,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Evet,25.000 TL,150 TL,Evet,,Uygun,,280
15.400.000 TL,İstanbul - Üsküdar - Selimiye Mah.,https://www.hepsiemlak.com/istanbul-uskudar-selimiye-satilik/daire/16577-1416,16577-1416,20-10-2025,Satılık,Daire,Daire,3 + 1,2.0,140 m2  / 120 m2,5 Katlı,2. Kat,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Kuzey, Güney",Hayır,60.000 TL,500 TL,Evet,,Uygun,,750
3.000.000 TL,İstanbul - Üsküdar - Zeynep Kamil Mah.,https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-satilik/daire/65704-8908,65704-8908,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,70 m2  / 60 m2,4 Katlı,1. Kat,31 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney",Hayır,,,Evet,,Uygun,,750
14.000.000 TL,İstanbul - Üsküdar - Barbaros Mah.,https://www.hepsiemlak.com/istanbul-uskudar-barbaros-satilik/daire/7350-10448,7350-10448,18-10-2025,Satılık,Daire,,3 + 1,1.0,135 m2  / 115 m2,11 Katlı,10. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,Doğu,Hayır,,,,Soyak Gökyüzü Konutları,Uygun,,750
